,id,Время старта,Время финиша,id опроса,Опрос полностью пройден,1. **Какие сайты или мобильные приложения о продаже автомобилей вы знаете?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,3. **Есть ли в вашей семье автомобиль?**,6. **Где вы проживаете?**,6. **Где вы проживаете?**,9. **Ваш пол?**,10. **Ваш возраст?**
88,4edb2ce5-169d-5ed5-a2f4-cde4a3b6bb7a,2019-12-19 07:29:29,2019-12-19 07:29:59,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито
Дром
Автору",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
89,b06214ad-4444-5f7e-b68b-1f72b21c5362,2019-12-19 09:23:09,2019-12-19 09:23:52,12aLco5Uf8m1gJsNEH2BPL,да,"'Auto.ru, Avito",,auto.ru,,,,Нет,в Челябинске,,Мужчина,25-34 лет
90,5cdb0d8f-7355-5dcf-8869-96dedbcd790d,2019-12-19 12:07:03,2019-12-19 12:08:20,12aLco5Uf8m1gJsNEH2BPL,да,'Sysyce@madl.com,,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
91,c2555922-677c-542c-a3cd-c4a5083332c5,2019-12-19 14:34:31,2019-12-19 14:35:19,12aLco5Uf8m1gJsNEH2BPL,да,'авто ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,45-50 лет
92,709b0e0e-10c1-53e0-b023-ab76adebb913,2019-12-19 14:49:36,2019-12-19 14:50:46,12aLco5Uf8m1gJsNEH2BPL,да,"'Авто ру, авито, юла, дром. ",drom.ru,auto.ru,avito.ru,Юла,Юла,Нет,в Челябинске,,Мужчина,25-34 лет
93,e078d5a4-0148-537b-b42e-eb793086e34c,2019-12-19 15:03:05,2019-12-19 15:03:40,12aLco5Uf8m1gJsNEH2BPL,да,'дром.ру,drom.ru,,,,,"Да, я его вожу",в Челябинске,,Мужчина,45-50 лет
94,00037081-ebe0-52ad-ab3b-3f0cc6e2ecac,2019-12-19 16:37:13,2019-12-19 16:37:32,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
95,538d64c3-604f-5fe7-8932-8a265f33c52f,2019-12-19 17:25:32,2019-12-19 17:25:58,12aLco5Uf8m1gJsNEH2BPL,да,'авито,,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
96,a930f1ef-e1bc-55a4-a7af-1ed77bb33233,2019-12-19 18:40:42,2019-12-19 18:41:25,12aLco5Uf8m1gJsNEH2BPL,да,"'Drom, Auto, Avito Auto",drom.ru,,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,Менее 18 лет
97,96fd503f-7997-5b76-b645-c9768fbf61cc,2019-12-19 19:47:16,2019-12-19 19:48:01,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито, Дром ру",drom.ru,,,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
98,803798c0-b835-5380-9b79-560bee603faf,2019-12-19 20:22:21,2019-12-19 20:23:02,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито,дром.ру",,auto.ru,,,,Нет,в Челябинской области,,Мужчина,18-24 лет
99,770a3872-60ce-56b8-9fc1-eed06ce80550,2019-12-19 20:25:16,2019-12-19 20:25:59,12aLco5Uf8m1gJsNEH2BPL,да,'авто.ру,,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
100,503b1371-c00c-5e04-b5af-9dd90cf88059,2019-12-19 21:00:39,2019-12-19 21:01:29,12aLco5Uf8m1gJsNEH2BPL,да,'Saturn. Mia. Isuzu,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
101,408c6e71-9b9b-53f0-974b-ae4baa7023b4,2019-12-19 21:46:28,2019-12-19 21:46:53,12aLco5Uf8m1gJsNEH2BPL,да,'Drom.ru,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
102,dfcdec1a-c4f0-519e-a83c-9fe20b83fdcd,2019-12-19 22:55:41,2019-12-19 22:56:25,12aLco5Uf8m1gJsNEH2BPL,да,"'авто ру авито дром юла 
",drom.ru,,,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,18-24 лет
103,8a55c5b3-3c1a-5882-9d8c-ae5c856260fd,2019-12-19 23:10:51,2019-12-19 23:11:31,12aLco5Uf8m1gJsNEH2BPL,да,'drom.ru,drom.ru,auto.ru,,,,Нет,в Челябинске,,Мужчина,45-50 лет
104,47c10dde-db63-56fc-8ca1-dffc08255200,2019-12-19 23:38:08,2019-12-19 23:38:55,12aLco5Uf8m1gJsNEH2BPL,да,'Авто.ру drom.ru,,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
105,86736dd9-327a-54e4-b1bb-362f2b131605,2019-12-20 08:28:06,2019-12-20 08:29:01,12aLco5Uf8m1gJsNEH2BPL,да,"'авито, авточел, Дром, автору",,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
106,ab271a23-d092-5352-b4ba-f3939041ceb5,2019-12-20 08:54:05,2019-12-20 08:54:28,12aLco5Uf8m1gJsNEH2BPL,да,'дром,drom.ru,,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
107,0767840c-1d73-56f6-91bf-07e7c9d1e4a1,2019-12-20 09:06:35,2019-12-20 09:07:18,12aLco5Uf8m1gJsNEH2BPL,да,'Дром,drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
108,69a728b5-f91e-5f63-b395-b38de243fc3b,2019-12-20 09:56:08,2019-12-20 09:56:44,12aLco5Uf8m1gJsNEH2BPL,да,"'авито
авто ру",,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
109,dbb3ef8f-3ef0-5b90-b59f-202fbf42e4fc,2019-12-20 10:38:03,2019-12-20 10:38:27,12aLco5Uf8m1gJsNEH2BPL,да,'никакие,,auto.ru,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
110,c4496811-8a65-5ad0-8c4a-399904ec7d48,2019-12-20 11:11:07,2019-12-20 11:12:17,12aLco5Uf8m1gJsNEH2BPL,да,'авто ру,,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
111,528aa1a9-236b-5e88-adbb-75e26a928596,2019-12-20 11:31:34,2019-12-20 11:32:09,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито , даром ",drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинской области,,Мужчина,18-24 лет
112,1508cc6e-6ed5-5d5b-87e9-9d571633e5dd,2019-12-20 11:45:32,2019-12-20 11:46:07,12aLco5Uf8m1gJsNEH2BPL,да,'Avito ,,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
113,61bc889a-0bc4-510e-93c5-5229323e2b1b,2019-12-20 12:06:27,2019-12-20 12:06:48,12aLco5Uf8m1gJsNEH2BPL,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
114,02874e39-6be1-5e2e-9446-2641da9e8299,2019-12-20 12:19:14,2019-12-20 12:19:48,12aLco5Uf8m1gJsNEH2BPL,да,"'авито,юла,авто.ру",drom.ru,,,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,Менее 18 лет
115,b873ab68-8772-5d34-848a-efa7340cce80,2019-12-20 12:27:06,2019-12-20 12:27:49,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито, авто ру, юля ",,auto.ru,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
116,3996549e-c860-504d-aa7e-dcc7ae03b824,2019-12-20 12:38:30,2019-12-20 12:39:10,12aLco5Uf8m1gJsNEH2BPL,да,'Авито Дром ,,,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
117,da5cb982-b29f-5ffc-a5ee-7c3f1b611395,2019-12-20 12:43:15,2019-12-20 12:44:18,12aLco5Uf8m1gJsNEH2BPL,да,"'Авто.ру,авито,юла",,auto.ru,,,,Нет,в Челябинске,,Мужчина,18-24 лет
118,162a0447-92fe-5126-8e8a-e847c612b9cf,2019-12-20 13:34:05,2019-12-20 13:34:35,12aLco5Uf8m1gJsNEH2BPL,да,'Avito,,auto.ru,,,,Нет,в Челябинской области,,Мужчина,Менее 18 лет
119,d2007be8-96a5-561d-bd02-c3dbaa87ad95,2019-12-20 17:02:07,2019-12-20 17:02:58,12aLco5Uf8m1gJsNEH2BPL,да,'авто ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
120,df3bb3b7-51a5-5c25-b0cf-3445598610ed,2019-12-20 18:21:30,2019-12-20 18:21:56,12aLco5Uf8m1gJsNEH2BPL,да,'авито,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,25-34 лет
121,41fda60a-08fa-56bd-9e63-fc801e4e6b89,2019-12-20 21:22:35,2019-12-20 21:23:19,12aLco5Uf8m1gJsNEH2BPL,да,'авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
122,c777b2ae-0913-5117-9c8e-7c55ba9d035b,2019-12-20 21:34:51,2019-12-20 21:36:01,12aLco5Uf8m1gJsNEH2BPL,да,'Дром.ру,drom.ru,,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,35-44 лет
123,8c8d5417-74ec-5fb4-a015-3ea1c01d6720,2019-12-20 21:58:00,2019-12-20 22:00:43,12aLco5Uf8m1gJsNEH2BPL,да,"'Auto.ru, carprice и Автоборахолка onliner",,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
124,1ca33336-8745-5dec-b952-b20adeafb0b6,2019-12-20 22:24:43,2019-12-20 22:25:09,12aLco5Uf8m1gJsNEH2BPL,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
125,cedd50fa-ac72-5129-a62d-ff35dd85e67d,2019-12-20 23:47:14,2019-12-20 23:47:39,12aLco5Uf8m1gJsNEH2BPL,да,'дром.ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
126,74cdffb2-edc5-5adc-b8af-de579c01a25c,2019-12-21 02:08:20,2019-12-21 02:09:05,12aLco5Uf8m1gJsNEH2BPL,да,"'Авто.ру
Авито",,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
127,516ffeb2-fa9f-5a9c-920e-30093d1aaa7e,2019-12-21 10:14:04,2019-12-21 10:14:42,12aLco5Uf8m1gJsNEH2BPL,да,'Авто.ру авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
128,91aea216-a55c-5a10-afcd-f717e2976dcd,2019-12-21 10:15:42,2019-12-21 10:16:53,12aLco5Uf8m1gJsNEH2BPL,да,'Авито авто ру  дром ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
129,13f14a19-9058-5679-a89f-63ad83f53250,2019-12-21 13:03:57,2019-12-21 13:04:50,12aLco5Uf8m1gJsNEH2BPL,да,"'Drom.ru
Avito",drom.ru,,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
130,82b77a5d-1ce0-520d-95ef-4c762ec3bc66,2019-12-21 13:14:32,2019-12-21 13:14:58,12aLco5Uf8m1gJsNEH2BPL,да,'авто.ру,,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
131,3c03d1b2-9d1b-5a85-b6c5-1ac4e6b86da2,2019-12-21 14:04:33,2019-12-21 14:05:29,12aLco5Uf8m1gJsNEH2BPL,да,' Авито Дром автору ,drom.ru,,avito.ru,,,"Да, я его вожу",Другое (впишите свой вариант),Курганская область,Мужчина,25-34 лет
132,d048b5fe-63ba-50ce-839f-87a372daf94c,2019-12-21 14:08:08,2019-12-21 14:09:07,12aLco5Uf8m1gJsNEH2BPL,да,"'Avito, avto",drom.ru,,,,,Нет,в Челябинске,,Мужчина,18-24 лет
133,bc134c5c-c1e9-54dc-8e7f-91b1355fd61a,2019-12-21 16:04:25,2019-12-21 16:06:36,12aLco5Uf8m1gJsNEH2BPL,да,"'drom, avito, youla",drom.ru,,,,,Нет,в Челябинской области,,Мужчина,35-44 лет
134,67c31193-2322-59c1-959f-87252f7d7e1e,2019-12-21 16:15:45,2019-12-21 16:16:23,12aLco5Uf8m1gJsNEH2BPL,да,'drom.ru,drom.ru,,,,,Нет,в Челябинске,,Мужчина,35-44 лет
135,caed6137-739f-5eb9-b3c9-22e9a62514ab,2019-12-21 16:52:09,2019-12-21 16:52:34,12aLco5Uf8m1gJsNEH2BPL,да,'дром,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,35-44 лет
136,f5abf221-0350-59e5-b961-ed03292a30a8,2019-12-21 17:55:56,,12aLco5Uf8m1gJsNEH2BPL,нет,'Дром ру,drom.ru,auto.ru,,,,Нет,,,,
137,54eb05f3-01c9-508d-a101-68c0fa044bd9,2019-12-21 18:28:15,2019-12-21 18:28:52,12aLco5Uf8m1gJsNEH2BPL,да,'Avito,,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
138,7b907bb2-8f65-5434-b5b4-fb7b55b4aab5,2019-12-21 18:48:45,2019-12-21 18:49:24,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,,,avito.ru,,,"Да, я его вожу",в Челябинской области,,Мужчина,18-24 лет
139,c4bcfb9c-8d81-51e8-a88a-2988d9c57c03,2019-12-21 19:09:49,2019-12-21 19:10:44,12aLco5Uf8m1gJsNEH2BPL,да,"'Юла, Авито",,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
140,9b15b526-6351-571b-9f43-ebe337b7718e,2019-12-21 19:15:56,2019-12-21 19:16:21,12aLco5Uf8m1gJsNEH2BPL,да,"'avito
",,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
141,7320ed35-6ce2-5445-91d4-885c0639639b,2019-12-21 19:44:18,2019-12-21 19:45:04,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинской области,,Мужчина,25-34 лет
142,a0107007-fcf9-5e47-aa41-0d2fb4b75323,2019-12-21 20:14:55,2019-12-21 20:16:31,12aLco5Uf8m1gJsNEH2BPL,да,"'Avito, drom. Ru, auto. Ru",drom.ru,auto.ru,avito.ru,,,Нет,в Челябинской области,,Мужчина,18-24 лет
143,cc58ad17-24a2-53f0-9091-243bc585b083,2019-12-21 20:21:15,2019-12-21 20:31:07,12aLco5Uf8m1gJsNEH2BPL,да,'Дром ру,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,35-44 лет
144,f84ab0d2-257d-563e-b10d-16c8239ed4e6,2019-12-21 20:37:46,2019-12-21 20:38:57,12aLco5Uf8m1gJsNEH2BPL,да,"'Дром, авито, авто. ру, ",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
145,2806f9d6-02e6-5f06-80ae-fb3541c8b051,2019-12-21 21:13:51,2019-12-21 21:14:28,12aLco5Uf8m1gJsNEH2BPL,да,'Авто ру,drom.ru,,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,Менее 18 лет
146,1f05baee-a263-5632-9859-68c14e8ba779,2019-12-21 21:42:36,2019-12-21 21:43:25,12aLco5Uf8m1gJsNEH2BPL,да,'авито,,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,45-50 лет
147,42ba813e-6c9c-562f-8f1a-68e878aa1348,2019-12-21 22:24:00,2019-12-21 22:24:30,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,drom.ru,,avito.ru,,,"Да, но я его не вожу",в Челябинске,,Мужчина,25-34 лет
148,d7c3213b-0d51-502d-b9d2-84c8fbda0646,2019-12-21 22:44:01,2019-12-21 22:45:20,12aLco5Uf8m1gJsNEH2BPL,да,"'Avito, avto, 74.ru, юла",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
149,3bc1c94f-5410-52a2-84ae-fee375f2b730,2019-12-21 23:32:06,2019-12-21 23:33:18,12aLco5Uf8m1gJsNEH2BPL,да,"'Drom.ru
Auto.ru
Avito.ru",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинской области,,Мужчина,25-34 лет
150,779e55fa-a98e-57e4-be0e-060ac1d6317d,2019-12-21 23:32:22,2019-12-21 23:33:06,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,,,avito.ru,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,25-34 лет
151,e8257d26-386c-5589-9c87-57271ce511c4,2019-12-21 23:45:41,2019-12-21 23:46:57,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито,дромру",drom.ru,,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
152,22042d4f-46c1-5d19-81b6-2047e24e72da,2019-12-22 02:24:14,2019-12-22 02:24:57,12aLco5Uf8m1gJsNEH2BPL,да,'Avoto,,,avito.ru,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
153,5bb57ba0-bb2c-5e31-8094-98a05a2b1712,2019-12-22 07:19:58,2019-12-22 07:22:02,12aLco5Uf8m1gJsNEH2BPL,да,"'Avito, drom.ru, авто.ру",drom.ru,,avito.ru,,,Нет,в Челябинске,,Мужчина,25-34 лет
154,a92ddd05-1822-5ed8-937e-4a02fefdf84d,2019-12-22 07:30:11,2019-12-22 07:31:40,12aLco5Uf8m1gJsNEH2BPL,да,'Aviito.,drom.ru,,,,,Нет,в Челябинске,,Мужчина,25-34 лет
155,c750df26-7380-50a9-a5a5-46db918d7bc1,2019-12-22 08:37:40,2019-12-22 08:38:43,12aLco5Uf8m1gJsNEH2BPL,да,'Poshol.naxyu.ru,,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
156,04f912fe-29bd-593d-9c6e-d9e0dacecae0,2019-12-22 09:02:19,2019-12-22 09:03:11,12aLco5Uf8m1gJsNEH2BPL,да,'Автору,,auto.ru,,,,Нет,в Челябинске,,Мужчина,35-44 лет
157,aebf950d-6f3f-51b4-9ca6-7bc4c49119b9,2019-12-22 10:06:46,2019-12-22 10:07:23,12aLco5Uf8m1gJsNEH2BPL,да,'авто,drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
158,6a4706a0-8145-50df-bf8e-d25d78f1f357,2019-12-22 10:54:57,2019-12-22 10:55:32,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,,,avito.ru,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,Менее 18 лет
159,80abeccc-44e7-5c6e-88a9-209da82c18f0,2019-12-22 12:29:34,2019-12-22 12:30:17,12aLco5Uf8m1gJsNEH2BPL,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,45-50 лет
160,96f6f1ef-b170-5575-b8ae-fb1f740487fd,2019-12-22 13:16:44,2019-12-22 13:17:47,12aLco5Uf8m1gJsNEH2BPL,да,'Avito юла drom ru,drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
161,1ab8b96a-9a4a-5f1f-8910-f475563cf9d9,2019-12-22 13:26:41,2019-12-22 13:27:09,12aLco5Uf8m1gJsNEH2BPL,да,'Авто.ру,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
162,1f014e8d-0c57-557e-98d2-894debfe55ce,2019-12-22 13:39:56,2019-12-22 13:40:40,12aLco5Uf8m1gJsNEH2BPL,да,'Авто ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
163,1460b514-933b-571c-86ee-115ed1c18038,2019-12-22 14:37:36,2019-12-22 14:38:42,12aLco5Uf8m1gJsNEH2BPL,да,'Дром ру,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
164,e651eab9-1ce7-5e16-8548-7defb7f3cbee,2019-12-22 14:39:36,2019-12-22 14:40:32,12aLco5Uf8m1gJsNEH2BPL,да,'Auto.ru Avito drom ,,auto.ru,,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,18-24 лет
165,356e1e1a-3c1d-5ac5-9208-ddd336656ce1,2019-12-22 15:02:05,2019-12-22 15:03:03,12aLco5Uf8m1gJsNEH2BPL,да,'Авто.ру ,,,avito.ru,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
166,1f62b516-cee4-5d57-b5aa-213e5d003d50,2019-12-22 15:46:30,2019-12-22 15:47:26,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,,auto.ru,avito.ru,,,"Да, но я его не вожу",в Челябинске,,Мужчина,35-44 лет
167,27837e1e-8dd8-5796-95c2-c1beb7d67579,2019-12-22 16:50:56,2019-12-22 16:51:43,12aLco5Uf8m1gJsNEH2BPL,да,"'Дром.ру
Авито
Авто.ру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
168,ad29d988-ec0b-560c-af3a-8c88cf3346ee,2019-12-22 16:56:31,2019-12-22 17:23:55,12aLco5Uf8m1gJsNEH2BPL,да,'Незнаю,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
169,2eb9ea40-f556-51b4-b90d-fb7e7c20f339,2019-12-22 16:57:17,2019-12-22 16:58:16,12aLco5Uf8m1gJsNEH2BPL,да,'Авито  ,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,18-24 лет
170,0ec8a6f5-09f6-568c-9bad-b94059e0b101,2019-12-22 17:32:48,2019-12-22 17:34:14,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито, Авто.ру. ",,auto.ru,,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,18-24 лет
171,efe7df00-f2a8-5e5d-964e-3f82b8c1e058,2019-12-22 18:54:27,2019-12-22 18:55:26,12aLco5Uf8m1gJsNEH2BPL,да,'авито амру ,drom.ru,auto.ru,avito.ru,ам.ру,ам.ру,Нет,в Челябинске,,Мужчина,25-34 лет
172,f5fecac4-3f64-5759-a489-995459eb4bb8,2019-12-22 19:05:13,2019-12-22 19:05:43,12aLco5Uf8m1gJsNEH2BPL,да,'Дром,drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
173,31637db7-4307-566f-9a82-60c9f176c4d4,2019-12-22 19:12:59,2019-12-22 19:13:24,12aLco5Uf8m1gJsNEH2BPL,да,'Lada,,,avito.ru,,,"Да, я его вожу",в Челябинской области,,Мужчина,18-24 лет
174,f4d4da41-7b32-58e8-8881-8048b88c7e6b,2019-12-22 19:14:44,2019-12-22 19:15:33,12aLco5Uf8m1gJsNEH2BPL,да,'Дром ру,drom.ru,,,,,Нет,в Челябинске,,Мужчина,Менее 18 лет
175,f8490d2d-ca24-5398-8738-9eaee37de47c,2019-12-22 19:16:34,2019-12-22 19:16:58,12aLco5Uf8m1gJsNEH2BPL,да,'авто,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
176,3c007903-d685-53fb-8f0e-10c27649c362,2019-12-22 19:30:18,2019-12-22 19:30:48,12aLco5Uf8m1gJsNEH2BPL,да,'авито,drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
177,32213295-571d-5554-b8ce-9fcda0ae2b2b,2019-12-22 19:34:42,2019-12-22 19:36:00,12aLco5Uf8m1gJsNEH2BPL,да,'Только Авито,drom.ru,,avito.ru,,,"Да, но я его не вожу",в Челябинской области,,Мужчина,Менее 18 лет
178,7d95b657-d584-5eb7-96c9-be82c4e657c1,2019-12-22 19:48:05,2019-12-22 19:48:31,12aLco5Uf8m1gJsNEH2BPL,да,'Авито,drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
179,5a296ec6-dfbf-5612-8ce9-72fbfef38651,2019-12-22 19:54:05,2019-12-22 19:54:33,12aLco5Uf8m1gJsNEH2BPL,да,'auto.ru,,auto.ru,,,,Нет,в Челябинской области,,Мужчина,18-24 лет
180,9d75264f-31bd-55a1-b406-0135faf903d0,2019-12-22 19:56:12,2019-12-22 19:57:11,12aLco5Uf8m1gJsNEH2BPL,да,'Avito ,drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
181,21127f2c-240a-5c89-9d23-7d6ffadcdb40,2019-12-22 19:58:28,2019-12-22 19:58:59,12aLco5Uf8m1gJsNEH2BPL,да,'auto.ru,drom.ru,auto.ru,avito.ru,,,Нет,в Челябинске,,Мужчина,Менее 18 лет
182,a8e4459f-5510-5b46-b2f1-dfa4f51825ad,2019-12-22 19:59:50,2019-12-22 20:05:09,12aLco5Uf8m1gJsNEH2BPL,да,"'Drom.ru, юла, avito",drom.ru,auto.ru,avito.ru,Vk,Vk,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
183,7241dbad-41ea-55d2-bbd2-87677d7433bc,2019-12-22 20:09:08,2019-12-22 20:09:56,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито, Юла, Авто.ру",,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,25-34 лет
184,d9af5274-d6e5-540b-88f4-f7f534dabe2a,2019-12-22 20:12:33,2019-12-22 20:15:14,12aLco5Uf8m1gJsNEH2BPL,да,"'Авито, ам.ру, дром.ру, автоспот ",drom.ru,,,,,"Да, но я его не вожу",в Челябинске,,Мужчина,18-24 лет
185,1c02713a-981c-5526-bec1-c63132df0553,2019-12-22 20:20:03,2019-12-22 20:22:07,12aLco5Uf8m1gJsNEH2BPL,да,"'Avito, drom, авто. ру",drom.ru,auto.ru,avito.ru,,,Нет,в Челябинской области,,Мужчина,35-44 лет
186,18a71dcd-0a12-5ca1-9124-293075904fc4,2019-12-22 20:39:38,2019-12-22 20:40:07,12aLco5Uf8m1gJsNEH2BPL,да,"'Дром, автору",drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
187,4139a7cd-a4e6-53ca-95e3-1f706c3b3a49,2019-12-22 21:02:59,2019-12-22 21:03:39,12aLco5Uf8m1gJsNEH2BPL,да,'Авито авто ,,auto.ru,,,,Нет,в Челябинской области,,Мужчина,18-24 лет
188,225fcca5-1ffe-50ce-be80-32695d53a819,2019-12-22 21:32:21,2019-12-22 21:32:43,12aLco5Uf8m1gJsNEH2BPL,да,'Авито ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,18-24 лет
189,ecec571f-a2ba-5577-b62f-c7912eb14639,2019-12-22 21:43:40,2019-12-22 21:45:18,12aLco5Uf8m1gJsNEH2BPL,да,"'Drom, avto.ru, avito",drom.ru,auto.ru,,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
190,1231c662-cf76-5955-a487-4a7d90e3eeb3,2019-12-22 23:00:49,2019-12-22 23:01:56,12aLco5Uf8m1gJsNEH2BPL,да,"'авито,юла,автодром74",drom.ru,,avito.ru,,,"Да, я его вожу",в Челябинске,,Мужчина,35-44 лет
